title,episodes,mark,score,is_finish,series_follow,follows,coins,likes,danmus,views,area,count,season_type,tags,pub_date,long_com,short_com,production,cv,intro
夏目友人帐 唤石者与怪异的访客,1,独家,9.9,1,6397632,5676692,182658,285103,185920,14542477,日本,17640,1,"['漫画改', '奇幻', '治愈']",2021-01-16,24,4523,朱夏,"夏目贵志：神谷浩史,猫咪老师 / 斑：井上和彦,田沼要：堀江一真,三筱：黑田崇矢,丙：冈村明美,小胡子：长,独眼中级妖怪：松山鹰志,牛头中级妖怪：下崎紘史,密实：金元寿子,访客：？？？",本作由【唤石者】与【怪异的访客】两个人气短篇集锦而成。讲述生来便能看见各种妖怪的夏目，与自称保镖的猫咪老师一同邂逅的一系列温暖故事。【唤石者】一天夏目在森林中遇到一只小妖怪——密实。密实称自己肩负「唤石者」之责，负责将妖怪「岩铁」从沉睡中唤醒。然而垂涎任务完成后的美酒奖励，猫咪老师与一众妖怪却计划着取而代之。夏目担心密实，于是伸出了援手……【怪异的访客】田沼的身边出现了一位「怪异的访客」。他每天都会来拜访田沼，只说会儿话便离开。夏目得知这位怪异的访客其实是妖怪，因此很担心自己的同学田沼。然而田沼却逐...
迪迦奥特曼,52,会员专享,9.9,1,2296550,1094205,247456,470482,221573,40746233,日本,28278,1,"['科幻', '战斗', '热血', '特摄']",1996-09-07,37,8438,无,"制作：圆谷一夫,监修：高野宏一,制片：笈田雅人,诸富洋史,位下博一,副制片：涩谷浩康,竹田青滋（字幕未列名）,导演：村石宏实,松原信吾,川崎乡太,神泽信一,原田昌树,冈田宁,冬木椴（神泽信一）,北浦嗣巳,石井てるよし,实相寺昭雄,编剧：右田昌万,小中千昭,长谷川圭一,宫泽秀则,川上英幸,武上纯希,儿玉宜久,河崎实,村石宏实,中崎一嘉,神泽信一,太田爱,平野靖士,川崎乡太,斋藤和典,萨川昭夫 ,大西信介,上原正三,特技监督：高野宏一,神泽信一,北浦嗣巳,村石宏实,川崎乡太,大冈新一,服部光则,摄影棚：东宝ビルト,服装：东宝コスチューム,角色设计：丸山浩,机械&小配件设计：PLEX,奥特曼&怪兽设计：丸山浩,造形：开米プロ,マーブリングファインアーツ,音乐：矢野立美,出品：圆谷株式会社,每日放送,读卖广告社,主演: 长野博 吉本多香美 大泷明利 影丸茂树 增田由纪夫 古屋畅一 高树澪","“迪迦”一词意为印度尼西亚语中神圣的数字""3""。约在三千万年前，人类处于超古代文明时期，守护人类的巨人们发生内战，原是地球最强的黑暗战士迪迦在受幽怜的感动后选择成为光之战士，使自己的黑暗力量长眠。奇杰拉花朵盛开，人们全部都陷入了因奇杰拉的花粉而产生的幻觉，认为已不再需要巨人。光之巨人不能干涉人类的选择，于是巨人把自己战斗的躯体隐藏在金字塔后，化作光离开了地球，回到了自己的故乡。邪神加坦杰厄带着毁灭的黑暗降临，超古代文明毁灭。21世纪初期，地球不再有侵略和战争，人类期盼已久的和平终于到来了。地球防卫军也因此..."
奇巧出租车,13,会员专享,9.9,1,864074,864074,147095,259490,117319,14284287,日本,30609,1,"['原创', '架空', '推理']",2021-04-05,108,10504,OLM,"小户川：花江夏树,白川：饭田里穗,刚力：木村良平,柿花：山口胜平,二阶堂路易：三森铃子,市村志保：小泉萌香,三矢雪：村上真夏,大门兄：昴生/MIKI,大门弟：亚生/MIKI,柴垣：ユースケ/DAIAN,马场：津田笃弘/DAIAN,桦泽：たかし/TRENDY ANGEL,妙子：村上知子/森三中,福本：高井佳佑/GIRLY RECORD,近藤：Phoneix/GIRLY RECORD,多布：滨田贤二,今井：酒井广大,田中：齐藤壮马,山本：古川慎,关口：堀井茶渡,黑田：黑田崇矢,花音：汐宫天音,玲奈：神乐千歌,矢野：METEOR,长岛聪：？？？",平凡的出租车司机・小户川。没有亲戚，也不想与人扯上关系，有点古怪且寡言的司机。兴趣是在睡前听落语以及工作时听收音机。目前，唯一有联络的是医生朋友・刚力以及高中同级生・柿花。本该载着各式各样的乘客，平凡的每一日，小户川与一名失踪的女孩事件扯上了关系…。
装甲重拳/MEGALOBOX 第二季,13,独家,9.9,1,2812394,2468538,539732,752023,201989,35579418,日本,48885,1,"['原创', '热血', '科幻', '运动']",2021-04-04,201,14753,TMS Entertainment,"乔/诺玛德：细谷佳正,南部赝作：斋藤志郎,勇利：安元洋贵,幸夫：村濑迪与",再一次，为梦想而活——将肉体与“装甲技术”融合的究极格斗技“装甲拳击”。在决出其顶点之人的大会“重拳之巅”上，身穿装甲用自己肉身挑战一切的拳击手“JOE”。从最下层的比赛开始仅仅花了三个月就登上顶峰，获得奇迹般的优胜传说的身姿令人们陷入狂热的梦幻之中。然而，在此7年后，“乔”再次出现在了地下赛场。遍体鳞伤的身上佩戴着装甲，并自报了“诺玛德”的名字……。曾经“乔”完成的梦想。人们如今在其后续中究竟能看到什么呢？
佐贺偶像是传奇 卷土重来,12,独家,9.9,1,1438341,1438340,331862,573503,244787,26397889,日本,30915,1,"['原创', '偶像', '搞笑', '音乐']",2021-04-08,128,10289,MAPPA,"巽幸太郎：宫野真守,源樱：本渡枫,二阶堂咲：田野麻美,水野爱：种田梨沙,绀野纯子：河濑茉希,夕雾：衣川里佳,星川莉莉：田中美海,山田多惠：三石琴乃,警察官A：吉野裕行,罗梅罗：高户靖广",她们是生前来自不同时期的少女，集结成为特别的偶像团体，目标只有一个：唱吧！跳吧！战斗吧！现在，少女们卷土重来，再次登上了舞台！
赛马娘 第二季,13,独家,9.9,1,2161200,1552246,534833,685849,300766,33043443,日本,64647,1,"['游戏改', '运动', '偶像', '催泪']",2021-01-04,289,24469,STUDIO KAI,"东海帝皇：Machico,目白麦昆：大西沙织,特别周：和气杏未,无声铃鹿：高野麻里佳,伏特加：大桥彩香,大和赤骥：木村千咲,黄金船：上田瞳,皇帝：田所梓,优秀素质：前田佳织里,双涡轮：花井美春,狄杜斯：田泽茉纯,诗歌剧：远野光,北部玄驹：矢野妃菜喜,里见光钻：立花日菜,训练员：冲野晃司,东条花：丰口惠美","这是从异世界传承下光辉的姓名与竞跑能力的「马娘」,长久以来与人类共存着的世界的故事。憧憬着皇帝，向不败的三连冠冲刺的马娘东海帝皇，以及背负着名家的荣耀，向天皇赏连霸发起挑战的目白麦昆。二人既是对手，也是伙伴，一同向着梦想——「闪光系列赛」的优胜，全力奔跑！"
Re：从零开始的异世界生活 第二季 后半,12,会员专享,9.9,1,9594552,8556488,2366737,2717315,1126163,97885449,日本,172587,1,"['小说改', '穿越', '奇幻']",2021-01-06,405,63750,WHITE FOX,"菜月昴：小林裕介,爱蜜莉雅：高桥李依,帕克：内山夕实,雷姆：水濑祈,拉姆：村川梨衣,碧翠丝：新井里美,罗兹瓦尔·L·梅札斯：子安武人,嘉飞尔·汀泽尔：冈本信彦,奥托·苏文：天崎滉平,弗雷德莉卡·鲍尔曼：名冢佳织,佩特拉·雷蒂：高野麻里佳,琉兹·毕尔玛：田中爱美,艾尔莎·葛兰西尔特：能登麻美子,艾姬多娜：坂本真绫",我一定会拯救你。在打倒了魔女教大罪司教「怠惰」担当——培提其乌斯·罗曼尼康帝之后，菜月昴和爱蜜莉雅又得以重新开始。克服了艰难的诀别，两人终于和解，然而这只是新一轮风波的序幕。超乎想象的绝境危机，接踵而至的残酷现实。少年将再次直面残酷的命运。
悠哉日常大王 第三季,12,独家,9.9,1,1833679,1768592,397303,553175,244099,22164034,日本,26869,1,"['漫画改', '日常', '萌系', '治愈']",2021-01-11,57,8454,SILVER LINK,"宫内莲华：小岩井小鸟,一条萤：村川梨衣,越谷夏海：佐仓绫音,越谷小鞠：阿澄佳奈,越谷卓：？？？？,宫内一穗：名冢佳织,加贺山枫：佐藤利奈,宫内光华：福圆美里,富士宫木实：新谷良子,篠田茜：田中爱美,诗织：久野美咲","「旭丘分校」的学生，仅有五人。虽然学年性格各不相同，但大家一起做菜,一起捉虫,一起试着练习乐器……春夏秋冬四季变换的乡村生活，一直都那么让人兴奋。虽然一如既往地平和，但在欢笑和感动当中，心中也变得温暖起来。悠哉悠哉的几位成员所度过的日常，再一次开始了。"
浪客剑心 追忆篇,4,限时免费,9.9,1,871166,527000,41958,50871,36126,5108026,日本,11047,1,"['漫画改', '战斗', '催泪', '历史']",1999-02-20,37,3525,Studio DEEN,"绯村剑心:凉风真世,铃木真仁,雪代巴:岩男润子,比古清十郎:池田秀一,斋藤一:铃置洋孝,冲田总司:小粥よう子,雪代缘:佐々木望,桂小五郎:关智一,清里明良:岩永哲哉,高杉晋作:高木渉",幕府时代末期，外忧内患，山河动荡，百姓生活困苦，且生命时刻受到威胁。少年心太因其善良纯洁之心感动飞天御剑流高手比古清十郎，被其收入门下学习剑法，更名剑心。在国家危难之际，年轻的剑心怀揣改变时代的梦想下山，加入奇兵队，日后更被桂小五郎纳入麾下，以刽子手的身份为时代的变革尽一份绵薄之力。年仅15岁的剑心接连刺杀多名政府要员，令对手闻风丧胆，直到某一天，一名下级武士在他的脸上留下一道无法愈合的伤疤。来至京都寻找爱人的雪代巴邂逅了剑心，正是眼前这名瘦弱的男子将爱人从她的生命中带走。巴走入剑心的生活，随之经历了...
命运石之门 负荷领域的既视感,1,免费,9.9,1,2186626,688765,101016,58989,249992,9177375,日本,16508,1,"['科幻', '穿越']",2013-04-20,59,5296,WHITE FOX,"冈部伦太郎：宫野真守,椎名真由理：花泽香菜,牧濑红莉栖：今井麻美,桥田至：关智一,阿万音铃羽：田村ゆかり,漆原露加：小林优,桐生萌郁：后藤沙绪里,天王寺绹：山本彩乃",《命运石之门》的TV动画完结后，按业界惯例在最后公布了剧场版制作的消息。其实在播出前，5pb的社长志仓千代丸就在推特上公布了这个消息。剧场版为原创剧情 ，时间点是在故事完结前。
来自深渊 剧场版总集篇,2,独家,9.9,1,1112617,606046,61161,113725,75648,7236456,日本,11582,1,"['漫画改', '奇幻', '冒险', '架空']",2019-01-04,46,3521,KINEMA CITRUS,"莉可:富田美忧,雷格:伊濑茉莉也,娜娜奇:井泽诗织,波多尔多:森川智之,普鲁修卡:水濑祈,玛露尔可：丰崎爱生,奥森：大原沙耶香",在每一个角落都被探索完毕的世界中，唯一残留的秘境——大洞穴“深渊”。不知道延续到何方，深不见底的巨大纵向洞穴，栖息着奇妙奇怪的生物们，沉眠着现在的人类无法制造的贵重遗物。“深渊”那充满了不可思议的姿态吸引了人们，并驱使人们展开冒险。如此，多次挑战大洞穴的冒险者们，陆续得到了“探窟家”的名号。住在建造于深渊边缘的城镇“奥斯”的孤儿莉可，梦想着有朝一日成为母亲那样伟大的探窟家，并解开深渊的谜团。这样的某一天，莉可在探索深渊的途中，捡到了有着少年样貌的机器人……？
请问您今天要来点兔子吗？BLOOM,12,独家,9.9,1,2924284,2511347,243527,452375,226283,15309828,日本,19155,1,"['漫画改', '日常', '萌系', '治愈']",2020-10-10,55,6635,Encourage Films,"保登心爱：佐仓绫音,香风智乃：水濑祈,天天座理世：种田梨沙,宇治松千夜：佐藤聪美,桐间纱路：内田真礼,条河麻耶：德井青空,奈津惠：村川梨衣,青山Blue Mountain：早见沙织,真手凛：木村珠莉,提比：清川元梦,香风隆宏：速水奖","心爱在木造房屋小镇度过的第二个夏天即将结束，季节即将变成各种盛大活动满载的秋季。不论是在学校还是在Rabbit House，都有很多开心的事情！心爱,智乃以及大家都难以抑制对未来的期待……！"
紫罗兰永恒花园外传：永远与自动手记人偶,1,独家,9.9,1,8970500,6093157,516293,423388,562325,39872392,日本,97923,2,"['剧情', '动画', '小说改']",2020-01-10,266,30577,无,"石川由依,茅原实里,远藤绫,寿美菜子,子安武人,户松遥,内山昂辉,悠木碧","某个大陆的,某个时代。大陆南北分割的战争结束了，世界走向了和平。在战争中作为军人的薇尔莉特•伊芙加登，怀抱着对她来说无比重要之人留下的“话语”，离开军队来到了大港口城市。踊跃的人群在排列着煤气灯的街道马路上来来往往地穿梭着。薇尔莉特在街道上找到了“代写书 信”的工作。那是根据委托人的想法来组织出相应语言的工作。她直面委托人,触碰着他们内心深处的坦率感情。与此同时，薇尔莉特在记录书信时，渐渐明白那“话语”的含义..."
吹响吧！上低音号～誓言的终章～,1,独家,9.9,1,1858493,916578,69032,45716,127172,3756564,日本,21343,1,"['日常', '校园', '励志', '音乐']",2019-04-19,138,6601,京都动画,"黄前久美子：黑泽朋世,加藤叶月：朝井彩加,川岛绿辉：丰田萌绘,高坂丽奈：安济知佳,冢本秀一：石谷春贵,中川夏纪：藤村鼓乃美,吉川优子：山冈百合,后藤卓也：津田健次郎,长濑梨子：小堀幸,久石奏：雨宫天,铃木美玲：七濑彩夏,铃木五月：久野美咲,月永求：土屋神叶,田中明日香：寿美菜子,泷升：樱井孝宏","【故事接第二季后的完全新作】北宇治高中吹奏乐部去年顺利地在全日本吹奏乐大赛出场。升入二年级的黄前久美子，和三年级的加部友惠一起开始负责指导从四月开始新加入的一年级生们。是进入了全国大赛的学校，自然有很多一年级生入部。其中，有四名新生来到了低音声部。乍一看似乎毫无问题的久石奏。不融入周围的铃木美玲。想要和美玲做朋友的铃木五月。不提及自身事情的月永求。Sunrise祭,选拔赛,以及竞演会。以“全国大赛金奖”为目标的吹奏乐部，却接连发生了问题……！？北宇治高中吹奏乐部，风波不断的日子开始了！"
